CountryofLiving,fob_social,fob_stores,fob_curfew,sob_social,sob_stores,sob_curfew,perceivedreaction,govtrust,govfact,react_pub_appr,perceivedeffectivnes
United States,Yes,Yes,Yes,90,95,60,The reaction is not at all sufficient,Neither trust nor distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,54,43,The reaction is not at all sufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,54,68,69,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Not effective
United States,Yes,Yes,Yes,30,10,5,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,50,20,11,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,91,75,70,The reaction is appropriate,Strongly trust,Very truthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,76,40,53,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,51,49,27,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,60,36,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,41,39,18,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,No,79,72,37,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,69,60,50,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,No,No,Yes,30,20,50,The reaction is somewhat too extreme,Somewhat trust,Somewhat untruthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,70,60,60,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,69,92,80,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,49,70,13,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,55,36,36,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,100,100,100,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,No,No,75,51,25,The reaction is somewhat too extreme,Strongly distrust,Very untruthful,The reaction is somewhat too extreme,Neither effective nor ineffective
United States,Yes,Yes,Yes,70,70,55,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,No,No,80,61,49,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,Yes,80,50,40,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,91,90,80,The reaction is not at all sufficient,Strongly distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,100,41,39,The reaction is appropriate,Strongly trust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,50,50,40,The reaction is not at all sufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,50,50,50,The reaction is not at all sufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,30,20,20,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,30,30,10,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,No,75,90,50,The reaction is appropriate,Somewhat trust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,55,88,51,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,Yes,74,63,23,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,82,83,84,The reaction is somewhat insufficient,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,75,72,32,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,75,84,84,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,40,55,18,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,47,46,52,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,30,60,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,45,55,45,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,73,42,16,The reaction is not at all sufficient,Somewhat trust,Very untruthful,The reaction is somewhat insufficient,Neither effective nor ineffective
United States,Yes,Yes,No,50,30,10,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,61,45,20,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,No,No,No,51,45,13,The reaction is somewhat too extreme,Somewhat trust,Somewhat truthful,The reaction is somewhat too extreme,Effective
United States,Yes,Yes,No,50,80,0,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,16,29,27,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,94,100,100,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is appropriate,Very effective
United States,Yes,No,Yes,60,80,80,The reaction is somewhat too extreme,Somewhat trust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,60,75,25,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,10,13,11,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,100,74,80,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,70,65,50,The reaction is somewhat too extreme,Somewhat distrust,Somewhat untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,43,43,49,The reaction is appropriate,Neither trust nor distrust,Somewhat truthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,91,73,52,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,100,92,96,The reaction is appropriate,Neither trust nor distrust,Neither truthful nor untruthful,The reaction is appropriate,Very effective
United States,Yes,Yes,Yes,100,100,100,The reaction is somewhat insufficient,Neither trust nor distrust,Somewhat truthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,41,60,11,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,Yes,50,50,25,The reaction is somewhat insufficient,Somewhat distrust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,Yes,81,81,64,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,49,84,58,The reaction is much too extreme,Strongly distrust,Very untruthful,The reaction is much too extreme,Very effective
United States,Yes,Yes,No,100,75,0,The reaction is appropriate,Somewhat trust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,50,75,12,The reaction is not at all sufficient,Strongly distrust,Somewhat untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,71,66,19,The reaction is somewhat insufficient,Somewhat distrust,Somewhat truthful,The reaction is somewhat insufficient,Effective
United States,Yes,No,No,50,30,15,The reaction is somewhat insufficient,Somewhat trust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,45,45,45,The reaction is somewhat insufficient,Somewhat distrust,Very untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,64,34,26,The reaction is somewhat insufficient,Strongly distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,70,50,50,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat too extreme,Very effective
United States,Yes,Yes,Yes,40,20,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,No,75,50,35,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,70,30,25,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,Yes,Yes,60,35,20,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,62,52,10,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Neither effective nor ineffective
United States,Yes,Yes,Yes,61,43,43,The reaction is not at all sufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,Yes,47,80,17,The reaction is appropriate,Somewhat trust,Neither truthful nor untruthful,The reaction is appropriate,Effective
United States,Yes,Yes,No,50,43,12,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,Yes,72,80,50,The reaction is not at all sufficient,Somewhat distrust,Somewhat truthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,81,81,62,The reaction is somewhat insufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
United States,Yes,Yes,No,60,40,7,The reaction is not at all sufficient,Somewhat distrust,Very untruthful,The reaction is somewhat insufficient,Very effective
United States,Yes,Yes,No,76,64,51,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is not at all sufficient,Very effective
United States,Yes,No,Yes,57,37,41,The reaction is somewhat insufficient,Somewhat distrust,Somewhat untruthful,The reaction is not at all sufficient,Effective
United States,Yes,Yes,Yes,51,64,37,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Not effective
United States,Yes,Yes,No,64,66,52,The reaction is not at all sufficient,Strongly distrust,Very untruthful,The reaction is somewhat insufficient,Effective
